Thương hiệu,Dòng xe,Loại xe,Xuất xứ,Khoảng giá min,Khoảng giá max,Năm đăng ký,Số Km đã đi,Giá
15,23,1,6,4.18,4.9,2012,40000,5.0
8,42,1,2,55.2,64.8,2017,35000,0.066
8,54,2,2,7.94,9.32,2014,6666,6.5
8,2,1,7,7.62,8.94,2008,2000,7.5
8,42,1,6,39.18,45.99,2015,50000,33.0
8,19,2,7,27.04,31.74,2008,10000,32.0
17,32,1,2,4.62,5.42,2008,30000,3.6
8,54,2,2,9.73,11.42,2016,35000,8.5
17,18,1,2,19.2,22.55,2021,9000,22.5
8,42,1,6,58.13,68.25,2018,46000,78.0
14,15,1,6,3.96,4.65,2011,50000,4.0
8,27,1,7,15.31,17.97,2014,9700,16.0
17,25,2,6,17.81,20.91,2023,10000,19.0
8,57,0,6,24.75,29.06,2023,8000,32.5
8,10,2,6,6.61,7.76,1981,9999,3.5
8,57,0,7,23.44,27.51,2022,19000,25.5
17,34,1,2,8.92,10.47,2014,6666,6.5
8,54,2,2,9.73,11.42,2016,15000,8.0
8,53,1,6,10.54,12.37,2012,12000,13.0
17,32,1,2,6.08,7.14,2016,52000,4.5
8,36,1,4,16.03,18.82,2011,127000,13.0
8,57,0,6,24.75,29.06,2023,9000,30.5
17,46,2,2,13.82,16.22,2024,1500,16.0
8,53,1,7,18.47,21.68,2018,40000,22.0
8,19,2,6,13.59,15.96,2016,10000,25.0
14,3,1,6,3.24,3.8,2010,100000,3.5
8,42,1,6,55.2,64.8,2017,28000,72.0
13,52,1,6,43.05,50.54,2022,2400,59.0
8,11,2,4,14.49,17.01,1996,43500,14.0
8,0,0,7,11.96,14.04,2017,99999,38.0
9,13,2,5,7.96,9.34,2020,12000,9.5
17,25,2,6,13.96,16.39,2024,9940,22.5
13,52,1,6,22.27,26.15,2015,35833,25.0
8,51,1,4,50.14,58.86,2017,10000,30.0
8,30,0,4,19.27,22.63,2017,56999,21.5
17,33,1,2,5.1,5.98,2012,30000,2.9
8,53,1,2,16.92,19.86,2017,30000,16.5
17,13,2,7,70.52,82.79,2024,4800,35.0
17,58,0,7,61.32,71.98,2023,4156,67.5
8,13,1,4,29.98,35.19,2022,28900,29.125
8,53,1,6,16.92,19.86,2017,29000,20.3
8,19,2,6,13.94,16.37,2001,22000,9.7
8,42,1,6,98.4,115.51,2010,30000,75.0
8,27,1,6,27.9,32.76,2021,10000,25.0
17,16,0,7,41.9,49.18,2010,44999,55.0
15,13,2,2,8.5,9.98,2012,50000,5.6
8,54,2,6,13.66,16.04,2021,4400,18.0
8,42,1,7,69.27,81.32,2021,26000,64.5
17,16,0,6,28.79,33.8,2022,4754,36.0
17,25,2,2,6.16,7.23,2004,20000,5.9
8,2,1,2,7.62,8.94,2008,36000,8.35
15,13,2,2,6.82,8.01,2013,40000,6.5
13,21,1,7,58.91,69.15,2019,26000,41.0
8,27,1,7,11.67,13.7,2013,42333,9.6
17,22,1,7,15.52,18.22,2016,45333,17.2
8,27,1,7,7.98,9.37,2012,83333,7.6
17,13,0,2,28.85,33.87,2017,17000,31.0
13,52,1,7,59.58,69.94,2023,8000,70.0
8,10,2,2,7.2,8.45,1998,10,16.0
17,13,0,10,28.85,33.87,2017,30000,29.9
8,2,1,4,38.07,44.69,2025,12399,1.0
8,42,1,6,111.87,131.33,2011,53000,80.0
13,26,1,3,4.94,5.8,2010,200000,6.0
17,35,1,6,44.02,51.68,2024,10000,42.0
8,51,1,3,32.95,38.68,2022,22000,33.0
8,11,2,4,11.04,12.96,1992,100000,27.0
8,43,1,6,35.93,42.18,2018,50000,68.686
8,43,1,6,52.54,61.68,2023,30000,60.0
8,54,2,7,11.68,13.71,2019,9000,16.5
8,43,1,6,30.1,35.33,2016,20000,34.5
8,54,2,7,16.31,19.14,2024,851,75.0
8,13,0,6,52.61,61.76,2023,9300,3.0
8,10,2,2,6.82,8.01,1980,999,7.5
8,42,1,6,74.57,87.54,2022,34000,64.0
8,12,1,4,11.43,13.42,2015,680000,13.5
17,16,2,2,14.51,17.04,2013,9000,29.0
17,46,2,3,8.97,10.53,2018,50000,10.2
8,27,1,6,16.53,19.41,2016,25000,19.0
8,27,1,7,23.96,28.12,2019,15000,29.8
14,15,1,6,4.87,5.71,2014,50000,5.7
17,16,0,6,41.9,49.18,2010,45000,57.8
8,2,1,6,8.99,10.56,2012,81000,11.0
8,30,0,4,30.0,35.22,2021,7700,48.0
17,24,1,6,19.93,23.4,2023,8000,20.8
8,42,1,3,101.46,119.11,2012,38000,172.0
8,42,1,6,55.2,64.8,2017,35970,70.0
17,35,1,2,36.78,43.18,2022,14500,28.0
14,3,1,8,3.0,3.52,2008,55555,4.0
8,2,1,6,34.12,40.05,2022,23000,41.0
8,53,2,3,28.0,32.86,2023,80000,29.0
8,42,1,6,74.57,87.54,2022,1092,136000.0
8,27,1,6,38.54,45.24,2024,6400,45.0
8,19,2,6,14.3,16.79,2002,2869,14.0
8,5,1,6,8.9,10.45,2017,10000,25.0
8,19,2,6,25.66,30.12,2010,30000,31.0
8,54,2,2,10.55,12.38,2002,3000,18.0
8,2,1,7,10.02,11.76,2011,57000,8.9
8,2,1,7,29.93,35.13,2020,19,32.5
8,42,1,4,73.25,85.99,2023,5000,117.5
8,42,1,3,111.87,131.33,2011,11800,185.0
15,23,1,6,3.25,3.81,2008,450000,3.8
15,20,0,6,23.17,27.2,2018,10000,30.0
8,19,2,6,25.66,30.12,2010,36792,29.0
8,19,2,7,25.66,30.12,2010,36792,29.0
9,13,0,7,21.39,25.11,1980,1000,55.0
14,13,0,8,15.3,17.96,2018,30000,18.0
10,13,0,2,133.06,156.2,2014,250000,143.333333
8,56,0,6,13.38,15.71,2017,50,14.0
8,42,1,7,55.2,64.8,2017,70000,66.0
17,16,0,6,15.75,18.49,2017,83000,16.0
14,13,0,8,18.4,21.6,1998,50000,20.0
8,53,1,7,10.54,12.37,2012,2,10.8
17,33,1,6,3.58,4.2,2009,29999,5.9
8,12,1,7,9.44,11.08,2004,110000,10.0
8,42,1,6,62.76,73.68,2019,28000,75.0
8,2,1,4,10.02,11.76,2011,50000,31.0
8,48,1,2,7.74,9.09,2005,43941,80.0
8,54,2,2,6.82,8.01,2008,30000,8.2
17,46,2,6,10.11,11.87,2020,20000,12.0
9,13,2,6,3.55,4.17,2010,9000,35.0
17,32,1,2,5.1,5.99,2009,30000,8.0
8,51,1,3,30.13,35.37,2019,30000,29.5
13,52,1,6,19.01,22.32,2014,64446,31.0
8,42,1,2,101.46,119.11,2012,65000,200.0
8,2,1,4,12.59,14.78,2010,34000,40.0
17,46,2,2,7.31,8.58,2012,149494,8.0
10,13,0,7,36.92,43.34,2018,18700,42.0
8,5,2,6,9.35,10.98,2018,35000,9.5
8,42,1,6,62.76,73.68,2019,19000,68.0
8,42,1,6,58.13,68.25,2018,24000,56.8
8,2,1,7,8.99,10.56,2012,46000,9.5
17,32,1,7,5.1,5.99,2009,50000,5.5
17,46,2,7,7.61,8.93,2014,65000,8.0
17,46,2,6,7.61,8.93,2014,123456,9.5
13,52,1,6,10.01,11.75,2013,40000,12.5
8,42,1,6,62.76,73.68,2019,25,73.0
8,48,1,2,39.79,46.71,2008,26000,90.0
17,46,2,3,13.82,16.22,2024,200000,18.0
8,42,1,7,55.2,64.8,2017,7000,70.0
8,57,0,2,24.75,29.06,2023,15000,27.0
8,42,1,6,101.46,119.11,2012,180000,33.0
8,13,1,2,69.83,81.97,1992,50000,125.0
8,5,2,2,9.35,10.98,2018,38000,12.99
13,52,1,6,38.21,44.86,2018,27000,41.0
8,42,1,7,62.76,73.68,2019,38000,78.0
8,2,1,2,12.59,14.78,2010,60000,8.9
8,51,1,6,30.13,35.37,2019,14000,38.5
17,25,2,2,6.39,7.5,2011,30000,7.2
8,42,1,3,101.46,119.11,2012,9999,110.0
8,42,1,6,58.13,68.25,2018,240000,60.0
8,2,1,6,13.83,16.24,2013,65000,17.5
17,13,1,3,47.77,56.08,2023,18000,23.0
8,53,1,6,28.0,32.86,2023,4179,33.0
8,53,1,6,28.0,32.86,2023,4178,33.0
17,13,0,3,31.23,36.66,2015,32000,19.0
17,34,1,6,41.4,48.6,2024,512,45.0
8,2,1,7,19.98,23.46,2016,29000,19.0
8,42,1,3,98.4,115.51,2010,81000,200.0
8,13,0,6,127.87,150.11,2023,3000,140.0
8,42,1,6,111.87,131.33,2011,32000,125.0
8,12,1,2,9.44,11.08,2004,6667,0.0185
8,5,2,6,19.24,22.58,2021,40000,12.5
8,42,1,3,33.2,38.97,2007,70000,70.0
14,13,2,6,9.33,10.95,2019,21850,12.0
17,34,1,6,8.21,9.64,2012,17000,7.268688
3,13,2,6,12.42,14.58,2025,150,13.5
8,9,1,6,28.8,33.8,2014,1000,8.5
8,11,2,7,15.61,18.32,1999,200000,20.0
8,54,2,6,6.58,7.72,2011,23000,9.5
8,55,0,3,18.05,21.19,1994,53000,10.0
17,24,1,6,13.85,16.26,2018,33950,13.5
8,2,1,6,23.78,27.91,2019,93934,23.5
8,7,0,7,60.19,70.66,2021,15000,172.0
17,24,1,2,17.18,20.17,2022,25100,21.5
8,36,1,7,40.04,47.0,2018,30000,40.5
8,13,1,2,13.7,16.08,2020,10000,25.0
8,7,0,7,27.45,32.22,2017,19000,35.0
8,51,1,6,30.13,35.37,2019,60000,27.0
13,26,1,7,8.83,10.36,2012,20000,9.0
8,53,1,6,21.1,24.77,2019,40000,26.5
17,16,0,2,16.16,18.97,2015,30000,22.5
8,1,2,2,8.25,9.68,2018,41000,11.8
8,2,1,4,12.59,14.78,2010,5000,50.0
8,27,1,2,7.25,8.51,2011,35000,8.9
8,42,1,3,55.2,64.8,2017,48000,160.0
8,55,2,3,15.81,18.56,1997,20000,10.5
8,27,1,2,7.98,9.37,2012,45890,8.0
8,54,2,2,9.83,11.54,2017,54000,8.0
8,54,2,2,5.52,6.48,1995,82590,6.0
17,25,2,6,6.01,7.06,2010,50000,4.5
8,57,0,6,17.08,20.05,2020,26000,16.0
8,42,1,6,73.25,85.99,2023,5200,69.0
8,27,1,2,11.67,13.7,2013,35363,16.0
9,13,1,6,9.92,11.65,2021,23000,9.2
14,3,1,6,2.59,3.04,2006,12345,2.9
17,25,2,4,8.5,9.98,2007,50000,15.5
8,56,0,6,14.57,17.1,2018,400000,17.0
17,13,2,2,4.23,4.97,2020,11000,4.5
8,42,1,7,73.25,85.99,2023,5100,70.0
8,27,1,7,27.9,32.76,2021,220000,38.5
17,13,0,3,28.14,33.04,2018,23000,31.0
17,29,1,2,5.98,7.02,2011,40000,6.0
8,10,2,7,6.82,8.01,1980,20000,5.0
8,10,2,2,8.61,10.1,1989,8000,8.0
8,2,1,6,36.71,43.1,2023,37,38.0
17,33,1,6,7.47,8.77,2015,10000,3.2
15,4,0,6,6.99,8.2,2017,80000,5.0
8,54,2,6,14.27,16.76,2023,23000,16.0
8,19,2,2,11.0,12.91,2013,950000,30.0
9,13,1,3,8.62,10.11,2021,10000,8.0
8,43,1,7,30.1,35.33,2016,55000,35.0
15,13,0,2,11.15,13.1,1996,88888,18.0
17,16,0,6,15.75,18.49,2017,24000,15.0
8,19,2,6,20.77,24.39,2019,12000,12.0
8,27,1,6,27.9,32.76,2021,250000,41.5
8,43,1,7,47.9,56.24,2021,17000,53.5
8,19,2,2,14.16,16.63,2000,15,9.9
8,53,1,2,18.47,21.68,2018,50000,22.5
8,19,2,6,18.32,21.5,2018,105000,18.5
13,26,1,3,8.83,10.36,2012,800000,9.5
8,1,2,6,3.62,4.26,2010,30000,12.0
15,13,1,3,1.56,1.84,2002,30,23.5
8,53,1,6,21.1,24.77,2019,48775,21.0
8,54,2,7,8.28,9.73,2015,123456,7.7
8,53,1,6,21.1,24.77,2019,30000,24.0
8,10,2,2,39.02,45.81,2023,42000,18.0
8,2,1,7,8.99,10.56,2012,50000,8.5
8,2,1,6,15.19,17.83,2014,30000,14.8
8,53,1,6,21.1,24.77,2019,48775,21.5
8,53,1,3,26.31,30.89,2022,5000,29.0
17,24,1,6,14.02,16.46,2020,16000,14.5
8,53,1,2,11.03,12.95,2013,30000,9.0
8,42,1,6,55.2,64.8,2017,19000,37.0
8,2,1,6,8.99,10.56,2012,63000,10.0
8,57,0,6,17.08,20.05,2020,60000,19.0
8,42,1,6,75.76,88.93,2024,3500,76.0
14,14,2,6,3.42,4.02,2010,20000,1.8
8,53,1,7,21.1,24.77,2019,19000,26.5
8,42,1,3,111.87,131.33,2011,18000,173.0
15,40,0,6,17.35,20.37,2018,58000,22.0
8,42,1,3,65.28,76.63,2009,100000,115.0
8,42,1,3,65.28,76.63,2009,100000,110.0
17,46,2,0,8.35,9.81,2017,2000,6.0
17,16,0,6,14.51,17.04,2013,93966,15.0
8,57,0,6,23.44,27.51,2022,5640,30.0
8,13,1,2,9.2,10.8,2005,23000,3.0
8,53,1,6,11.03,12.95,2013,39931,8.0
8,27,1,7,11.67,13.7,2013,50000,16.5
10,13,0,7,82.34,96.66,2018,1200,91.9
17,32,1,0,7.06,8.28,2012,100000,5.5
17,24,1,7,13.85,16.26,2018,28615,14.0
8,19,2,3,17.14,20.13,2005,98612,3.7
5,13,0,4,12.14,14.26,2021,20000,22.0
8,2,1,7,20.71,24.32,2017,39000,22.8
8,7,0,6,39.06,45.86,2022,10000,40.0
8,42,1,6,74.57,87.54,2022,11000,66.0
13,52,1,6,6.74,7.91,2011,13000,15.0
13,28,1,6,7.45,8.74,2013,20000,9.0
9,13,2,7,4.79,5.62,2014,999,4.0
8,27,1,6,32.75,38.45,2022,2700,42.0
10,13,0,2,82.34,96.66,2018,23000,84.999999
8,42,1,3,98.4,115.51,2010,40000,91.0
8,27,1,6,6.1,7.16,2009,50000,7.7
8,11,2,0,13.39,15.72,2004,250000,4.0
8,5,2,2,9.35,10.98,2018,38000,12.9
8,56,0,2,14.57,17.1,2018,460000,12.0
14,13,0,7,3.96,4.64,2016,40000,4.0
8,42,1,6,73.25,85.99,2023,5000,127.0
8,2,1,6,8.99,10.56,2012,77000,12.6
8,13,0,6,79.75,93.62,2019,6900,81.5
13,52,1,6,59.58,69.94,2023,733,70.0
8,51,1,3,30.13,35.37,2019,40000,33.0
17,16,0,7,28.79,33.8,2022,16000,35.0
17,46,2,2,7.61,8.93,2014,55500,6.5
8,19,2,6,18.32,21.5,2018,0,14.8
8,2,1,7,13.83,16.24,2013,69000,16.0
8,2,1,7,23.78,27.91,2019,68886,13.0
17,16,0,7,15.75,18.49,2017,78000,14.0
17,16,0,6,19.92,23.38,2019,27000,23.0
8,27,1,2,6.1,7.16,2009,100000,7.5
8,13,0,2,6.31,7.4,2008,100000,10.2
13,28,1,6,14.98,17.58,2016,100000,6.9
8,43,1,6,47.9,56.24,2021,17386,5.4
9,13,1,6,12.56,14.75,2024,6000,41.5
17,25,2,6,11.95,14.03,2016,69000,13.0
8,11,2,5,9.62,11.3,2003,99999,4.2
13,50,1,3,64.29,75.47,2024,11000,68.0
8,53,1,2,16.88,19.81,2016,18000,16.0
8,54,2,5,6.93,8.14,2006,30000,3.3
8,2,1,7,34.12,40.05,2022,9500,49.999999
7,13,0,7,333.96,392.04,2016,20000,322.0
8,19,2,6,26.58,31.2,2023,222360,31.5
17,32,1,4,5.1,5.99,2009,100000,6.0
8,27,1,6,32.75,38.45,2022,7224,38.0
8,27,1,6,27.45,32.22,2020,200000,29.0
17,16,0,7,28.79,33.8,2022,90000,18.5
8,2,1,6,12.59,14.78,2010,97000,14.0
17,16,0,6,19.92,23.38,2019,28500,26.0
8,11,2,4,10.41,12.22,2005,21000,18.0
17,16,2,4,42.81,50.25,2006,17000,59.0
8,54,2,2,9.83,11.54,2017,979425,8.0
8,2,1,7,15.19,17.83,2014,0,1.8
8,42,1,6,58.13,68.25,2018,25000,75.0
8,2,1,7,34.12,40.05,2022,123456,35.0
8,42,1,6,75.76,88.93,2024,7500,85.0
8,56,0,6,14.57,17.1,2018,200000,16.0
10,31,2,2,4.33,5.09,1999,999998,7.0
17,13,1,2,151.93,178.35,2024,950,139.0
17,16,0,7,15.75,18.49,2017,29000,13.5
17,32,1,2,6.21,7.29,2005,50000,1.0
17,32,1,4,6.09,7.15,2007,30000,3.8
8,51,1,3,30.13,35.37,2019,500000,33.0
13,52,1,3,72.53,85.14,2024,7000,115.0
8,13,1,3,10.12,11.88,2012,30000,280.0
8,27,1,6,6.68,7.84,2010,45000,7.5
17,46,2,7,10.17,11.94,2021,10000,11.0
17,13,0,2,51.29,60.21,2019,15000,220.0
8,10,2,6,8.52,10.0,1996,1300,5.5
8,19,2,6,14.3,16.79,2002,30000,14.0
8,12,1,2,11.43,13.42,2015,61000,25.0
8,53,1,7,29.9,35.1,2024,4000,32.49
17,16,0,7,41.9,49.18,2010,20000,53.0
8,54,2,6,11.68,13.71,2019,39000,10.5
17,16,0,6,19.92,23.38,2019,24998,26.0
8,56,0,7,14.57,17.1,2018,44000,5.0
8,54,2,6,7.94,9.32,2014,45000,7.9
8,2,1,6,10.02,11.76,2011,32000,12.0
17,16,0,6,14.62,17.16,2016,100000,15.5
14,15,1,8,4.23,4.97,2012,23456,2.5
8,11,2,2,11.14,13.08,2015,30600,39.0
8,53,1,6,29.9,35.1,2024,300,37.0
8,13,1,5,11.21,13.16,2006,51000,6.0
17,13,1,6,10.73,12.6,2017,30000,9.0
8,53,1,7,29.9,35.1,2024,4000,32.9
8,53,1,7,29.9,35.1,2024,4000,33.9
8,53,1,6,29.5,34.63,2025,4000,34.5
8,10,2,6,39.02,45.81,2023,1100,13.0
8,2,1,6,15.19,17.83,2014,600000,17.0
8,27,1,6,7.25,8.51,2011,60,6.8
8,51,1,3,30.13,35.37,2019,20000,42.5
8,27,1,6,27.45,32.22,2020,35500,29.5
8,2,1,4,10.02,11.76,2011,54000,32.0
8,2,1,6,8.99,10.56,2012,35000,10.5
8,56,0,6,14.57,17.1,2018,60000,14.8
8,27,1,6,27.45,32.22,2020,35500,31.5
15,13,0,2,9.31,10.92,2013,50000,30.0
5,13,0,4,12.14,14.26,2021,12531,17.5
8,2,1,6,22.35,26.24,2018,48000,39.0
13,52,1,3,10.01,11.75,2013,31000,8.5
8,54,2,7,16.31,19.14,2024,5500,25.0
13,52,1,6,38.21,44.86,2018,20000,40.499
17,39,0,7,43.32,50.85,2022,12750,31.5
10,13,0,2,30.54,35.86,2018,52000,35.0
8,53,1,6,21.1,24.77,2019,45000,19.5
8,2,1,2,23.78,27.91,2019,55000,23.5
8,2,1,6,29.93,35.13,2020,14000,38.888888
14,15,1,7,4.32,5.07,2015,18000,6.5
8,51,1,7,30.13,35.37,2019,400000,33.0
14,15,1,6,4.87,5.71,2014,12345,5.8
8,2,1,6,32.29,37.91,2021,32000,33.0
8,54,2,2,6.93,8.14,2006,23000,11.5
8,54,2,6,9.73,11.42,2016,14000,10.0
8,36,1,6,40.04,47.0,2018,13444,42.0
8,36,1,6,24.09,28.28,2015,80000,27.0
8,6,0,7,81.44,95.6,2019,60000,24.0
8,42,1,6,74.57,87.54,2022,2325,100.0
9,13,1,8,7.96,9.34,2020,100000,4.7
8,2,1,6,12.59,14.78,2010,900000,12.5
8,2,1,6,20.71,24.32,2017,45000,19.5
14,13,2,7,10.6,12.44,2022,10000,13.5
8,54,2,6,10.39,12.2,2018,11111,9.0
13,52,1,6,43.1,50.6,2020,9300,55.0
8,2,1,2,8.99,10.56,2012,52000,12.0
17,29,1,0,5.98,7.02,2011,15000,7.5
17,46,2,6,9.64,11.32,2019,70000,7.0
8,13,2,8,6.45,7.57,2009,20000,3.3
17,25,2,2,11.95,14.03,2016,55000,8.5
8,36,1,2,40.04,47.0,2018,35000,29.8
17,24,1,6,16.1,18.9,2021,17070,20.0
8,11,2,4,10.19,11.97,1990,20000,13.5
8,2,1,2,15.19,17.83,2014,80000,14.0
13,52,1,6,51.39,60.33,2021,2762,58.0
8,19,2,6,14.15,16.61,2000,12000,15.3
15,20,0,7,26.38,30.97,2019,55000,26.99
13,52,1,6,34.36,40.34,2017,30000,45.0
8,42,1,2,44.59,52.35,2016,100000,38.0
17,13,2,2,4.65,5.45,2010,500000,5.5
8,6,0,3,142.6,167.4,2014,50000,130.0
17,22,1,6,16.36,19.2,2017,23000,19.5
13,59,1,3,5.27,6.19,2010,19658,5.5
8,51,1,3,40.54,47.59,2018,1830,95.0
8,2,1,6,36.71,43.1,2023,5000,57.0
8,11,2,4,15.9,18.67,1997,6789,46.0
13,52,1,3,9.74,11.44,2013,25000,11.0
15,49,0,7,39.46,46.33,2000,100000,25.0
8,43,1,6,52.52,61.65,2023,2800,58.5
8,9,1,6,6.88,8.07,2008,55,9.5
13,13,1,3,11.04,12.96,2000,27000,12.0
8,42,1,3,111.75,131.19,2011,100000,115.0
15,49,0,7,202.63,237.87,2021,9999,285.0
15,13,1,7,8.1,9.5,2014,34567,7.9
8,2,1,6,8.66,10.17,2009,737486,5.0
8,19,2,6,11.61,13.62,2014,35,14.1
8,54,2,4,13.65,16.03,2021,100000,65.0
17,16,0,6,22.62,26.56,2020,30000,24.0
17,16,0,6,15.94,18.72,2011,666666,20.0
17,13,0,6,26.85,31.52,2019,5000,36.0
17,34,1,6,8.81,10.34,2013,25000,12.8
8,13,1,4,22.14,25.99,2019,9000,43.5
8,42,1,7,38.82,45.57,2015,200000,48.0
8,11,2,4,13.97,16.4,1996,99999,7.5
8,42,1,3,44.64,52.4,2006,30000,58.0
8,41,1,7,5.18,6.08,2009,1,5.2
17,58,0,7,62.96,73.91,2024,800,71.0
13,50,1,7,28.55,33.52,2015,6000,39.0
8,19,2,4,26.94,31.63,2008,40,49.0
8,57,0,6,23.44,27.52,2022,24000,27.0
8,10,2,2,7.87,9.24,2009,5820,26.5
13,28,1,6,6.59,7.73,2011,9999,9.0
7,13,0,1,216.2,253.8,2020,4985,235.0
15,44,0,6,20.16,23.67,2019,31334,25.0
17,16,0,7,14.53,17.05,2013,33333,33.5
8,57,0,6,17.08,20.05,2020,29000,20.0
8,10,2,2,6.5,7.63,1982,39000,12.0
13,50,1,6,41.71,48.96,2018,4000,55.0
8,42,1,6,75.95,89.16,2024,10500,72.5
8,42,1,6,66.3,77.83,2020,21000,82.5
17,32,1,6,5.44,6.38,2004,10000,5.2
8,2,1,6,15.97,18.75,2015,60000,55.0
8,9,1,3,6.88,8.07,2008,33000,8.999999
8,54,2,7,6.77,7.94,2008,150,12.0
6,13,2,2,11.15,13.1,2023,2000,12.5
8,54,2,4,22.73,26.69,1999,100000,13.0
8,10,2,6,5.62,6.6,1998,30000,9.8
8,51,1,3,40.54,47.59,2018,2500,85.0
8,42,1,7,57.96,68.03,2018,20000,68.9
8,19,2,6,20.85,24.48,2019,47000,22.999999
8,51,1,3,30.2,35.45,2019,20000,36.0
8,56,0,6,20.01,23.49,2022,16000,28.5
10,13,0,2,92.39,108.46,2015,26000,100.0
9,13,0,7,87.4,102.6,2024,850,95.0
17,33,1,2,4.16,4.89,2011,68000,5.5
17,16,0,6,15.73,18.46,2017,61000,19.5
17,13,2,4,30.13,35.37,2016,17000,98.0
17,16,2,7,41.94,49.23,2006,40000,45.0
8,54,2,0,7.21,8.46,2007,50000,5.7
8,54,2,2,10.0,11.74,2017,51000,11.5
17,16,0,2,15.73,18.46,2017,61000,21.0
8,9,1,6,6.88,8.07,2008,30000,12.5
8,51,1,7,36.06,42.33,2023,0,39.0
15,40,0,3,17.58,20.64,2018,26800,22.0
8,54,2,6,9.54,11.2,2016,64000,12.0
8,54,2,6,11.43,13.42,2020,18000,12.5
17,32,1,2,6.19,7.26,2016,69999,8.5
17,16,2,4,41.61,48.85,2010,15000,49.0
13,50,1,3,44.41,52.14,2019,8000,55.5
11,13,1,8,6.94,8.14,2010,12345,8.2
8,7,0,4,32.43,38.07,2013,77000,23.0
17,16,0,6,19.81,23.26,2019,30000,40.0
8,42,1,2,74.3,87.23,2022,18600,100.0
12,13,1,3,22.28,26.15,2017,20000,0.023
8,2,1,2,7.06,8.28,2007,9999,6.8
8,42,1,3,38.82,45.57,2015,20000,190.0
8,2,1,6,9.85,11.56,2011,610000,13.0
8,13,2,2,4.6,5.4,1982,32000,150.0
8,51,1,3,31.97,37.53,2020,49000,32.0
8,13,2,2,9.16,10.76,2000,32000,82.0
8,11,2,4,15.9,18.67,1997,20000,23.5
17,16,2,6,28.44,33.39,2022,1234,34.0
17,35,1,6,19.6,23.0,2017,63000,21.5
14,3,1,7,12.7,14.9,2024,2154,25.0
8,2,1,7,20.04,23.53,2016,38000,18.5
17,34,1,6,8.81,10.34,2013,300000,10.0
17,16,0,7,15.73,18.46,2017,50000,17.7
8,2,1,6,8.66,10.17,2009,100000,9.0
17,16,0,7,15.73,18.46,2017,50000,17.54
8,57,0,6,17.08,20.05,2020,34300,20.0
17,35,1,6,19.6,23.0,2017,12000,22.5
8,57,0,2,17.08,20.05,2020,30000,21.0
14,3,1,6,2.42,2.84,2006,37041,2.5
8,19,2,6,14.3,16.79,2017,74000,15.0
8,27,1,7,15.39,18.06,2015,50000,19.0
17,16,2,2,43.64,51.23,2009,30000,58.0
17,35,1,6,19.6,23.0,2017,63702,23.5
17,16,2,6,43.64,51.23,2009,30000,58.888888
17,16,0,6,26.08,30.62,2025,11111,25.999999
0,13,0,9,189.77,222.77,2020,13000,90.0
13,52,1,3,36.49,42.84,2025,9999,5.5
8,42,1,7,74.21,87.11,2023,2913,110.0
14,13,2,8,9.05,10.62,2021,11,12.8
8,51,1,6,36.06,42.33,2023,17000,46.0
9,13,0,10,4.6,5.4,2021,10000,5.0
9,13,0,1,6.16,7.23,2012,100000,22.0
15,13,1,2,7.67,9.0,2015,20000,17.0
8,9,1,4,7.22,8.48,2009,0,9.0
8,51,1,7,31.97,37.53,2020,19000,38.8
9,13,0,1,21.39,25.11,2012,1000,23.0
8,27,1,7,7.87,9.24,2012,200,8.5
8,27,1,6,22.86,26.83,2018,48000,28.0
17,16,2,6,41.61,48.85,2010,10000,40.0
8,7,0,3,67.85,79.65,2019,10000,29.99999
8,53,1,6,12.27,14.4,2014,14000,11.5
8,36,1,6,29.06,34.11,2017,15000,33.0
15,44,0,3,20.16,23.67,2019,23000,17.8
8,42,1,3,111.75,131.19,2011,600000,165.000088
8,47,0,7,21.39,25.1,2017,20000,26.0
17,13,0,6,5.72,6.72,2010,1874,33.5
8,53,1,6,12.27,14.4,2014,20000,11.5
13,59,1,3,10.09,11.85,2014,12000,14.0
8,53,1,2,10.56,12.4,2012,57,12.5
13,52,1,7,51.39,60.33,2021,4500,57.0
17,33,1,6,4.04,4.74,2010,25000,5.8
17,16,0,6,13.61,15.98,2014,1,20.0
8,2,1,6,33.65,39.5,2022,890,32.0
8,5,1,6,13.14,15.43,2008,1000,7.5
8,2,1,4,8.66,10.17,2009,70000,40.0
8,42,1,6,62.14,72.95,2019,37492,72.5
8,9,1,4,49.66,58.29,2016,40000,59.0
8,42,1,3,44.64,52.4,2006,19910,55.0
8,2,1,6,21.96,25.78,2018,29000,18.5
8,43,1,6,36.13,42.41,2018,18000,39.0
8,53,1,6,21.77,25.55,2020,15,25.3
8,19,2,6,30.59,35.91,2025,1400,34.0
8,8,2,4,11.13,13.07,2024,5000,10.5
8,9,1,4,69.11,81.13,2022,3200,80.0
17,25,2,4,7.27,8.53,2005,50000,8.5
16,13,0,9,165.6,194.4,2025,130,180.0
17,25,2,0,7.27,8.53,2005,6868,9.2
9,13,0,8,17.48,20.52,2022,5000,19.0
8,57,0,6,23.44,27.52,2022,25000,25.0
8,54,2,7,9.95,11.68,2002,10000,7.0
8,19,2,6,25.54,29.98,2010,9999,35.999999
8,42,1,6,57.96,68.03,2018,3000,52.0
17,46,2,7,5.12,6.01,2002,333,11.5
15,44,0,10,20.16,23.67,2019,18,30.0
8,8,2,2,8.75,10.28,1984,999999,8.5
